"","index","Timestamp","T_72","T_48","T_24","T_3","T_2","T_1","T_0","Sun","Mon","Tue","Wed","Thu","Fri","Sat","Closed","OutsideTemperature","Output","ID"
"2248",2248,2013-04-26 09:00:00,213344.026706202,205973.329289838,36105.5199818682,164642.115024754,201795.213174616,191812.596615528,185874.464332464,0,0,0,0,0,1,0,0,18.95,180422.073179181,2320
"2249",2249,2013-04-26 10:00:00,219800.247508694,209485.407349379,35510.8052689323,201795.213174616,191812.596615528,185874.464332464,180422.073179181,0,0,0,0,0,1,0,0,19,169290.594002548,2321
"2250",2250,2013-04-26 11:00:00,214861.70259423,209458.362810493,32532.1939960292,191812.596615528,185874.464332464,180422.073179181,169290.594002548,0,0,0,0,0,1,0,0,20,161410.027485437,2322
"2251",2251,2013-04-26 12:00:00,206074.613739389,201052.548925426,31632.3002217517,185874.464332464,180422.073179181,169290.594002548,161410.027485437,0,0,0,0,0,1,0,0,18.8,157903.252276659,2323
"2252",2252,2013-04-26 13:00:00,206000.9041138,199061.593606908,31847.3308201427,180422.073179181,169290.594002548,161410.027485437,157903.252276659,0,0,0,0,0,1,0,0,19,138759.165598946,2324
"2253",2253,2013-04-26 14:00:00,212027.328862047,203476.482008645,30387.4560054191,169290.594002548,161410.027485437,157903.252276659,138759.165598946,0,0,0,0,0,1,0,0,19,131019.654912099,2325
"2254",2254,2013-04-26 15:00:00,205016.69501241,184683.97433644,31005.2381191688,161410.027485437,157903.252276659,138759.165598946,131019.654912099,0,0,0,0,0,1,0,0,18.95,118990.403101494,2326
"2255",2255,2013-04-26 16:00:00,195048.661292916,156334.934163856,23666.0926648375,157903.252276659,138759.165598946,131019.654912099,118990.403101494,0,0,0,0,0,1,0,0,18,106729.681855136,2327
"2256",2256,2013-04-26 17:00:00,167684.890791875,142922.698874574,22834.8708079254,138759.165598946,131019.654912099,118990.403101494,106729.681855136,0,0,0,0,0,1,0,0,18,99915.2534836846,2328
"2257",2257,2013-04-26 18:00:00,142399.83778946,91993.3247306315,24407.1660587991,131019.654912099,118990.403101494,106729.681855136,99915.2534836846,0,0,0,0,0,1,0,0,16.8,96271.6647252518,2329
"2258",2258,2013-04-26 19:00:00,72916.0539725176,28577.0627553406,24467.8837000217,118990.403101494,106729.681855136,99915.2534836846,96271.6647252518,0,0,0,0,0,1,0,0,16,94336.919624809,2330
"2259",2259,2013-04-26 20:00:00,32882.7124313842,25402.7762893271,21061.3323706414,106729.681855136,99915.2534836846,96271.6647252518,94336.919624809,0,0,0,0,0,1,0,0,16,93189.3827199555,2331
"2260",2260,2013-04-26 21:00:00,27017.2292037571,22485.6780852608,21028.7198384563,99915.2534836846,96271.6647252518,94336.919624809,93189.3827199555,0,0,0,0,0,1,0,0,16.55,93706.9409543072,2332
"2261",2261,2013-04-26 22:00:00,24908.5505983273,21385.6016947254,23442.3123626896,96271.6647252518,94336.919624809,93189.3827199555,93706.9409543072,0,0,0,0,0,1,0,0,16,94871.4469815985,2333
"2262",2262,2013-04-26 23:00:00,24694.0502850125,22185.0064470668,22700.9738261899,94336.919624809,93189.3827199555,93706.9409543072,94871.4469815985,0,0,0,0,0,1,0,0,17,96915.6959502724,2334
"2263",2263,2013-04-27 00:00:00,23610.1475893006,26653.1884989595,26519.5566597622,93189.3827199555,93706.9409543072,94871.4469815985,96915.6959502724,0,0,0,0,0,0,1,1,17.9,97393.7479464487,2335
"2264",2264,2013-04-27 01:00:00,27083.7799808177,26897.6499190785,27181.3524348348,93706.9409543072,94871.4469815985,96915.6959502724,97393.7479464487,0,0,0,0,0,0,1,1,17,98716.8092115178,2336
"2265",2265,2013-04-27 02:00:00,27384.7167615498,27613.0044868453,27182.1478624491,94871.4469815985,96915.6959502724,97393.7479464487,98716.8092115178,0,0,0,0,0,0,1,1,18,97875.5119381582,2337
"2266",2266,2013-04-27 03:00:00,28138.7821398778,26740.9506790673,26879.3550839503,96915.6959502724,97393.7479464487,98716.8092115178,97875.5119381582,0,0,0,0,0,0,1,1,17.7,97712.1841346948,2338
"2267",2267,2013-04-27 04:00:00,28127.1158682019,33886.2769380548,34596.858940136,97393.7479464487,98716.8092115178,97875.5119381582,97712.1841346948,0,0,0,0,0,0,1,1,18,98416.6678583999,2339
"2268",2268,2013-04-27 05:00:00,41129.4407935975,36403.5401946813,53212.5165394352,98716.8092115178,97875.5119381582,97712.1841346948,98416.6678583999,0,0,0,0,0,0,1,1,18,95822.7784082654,2340
"2269",2269,2013-04-27 06:00:00,62992.5641994231,40108.1117368748,164642.115024754,97875.5119381582,97712.1841346948,98416.6678583999,95822.7784082654,0,0,0,0,0,0,1,1,18,95064.2056067899,2341
"2270",2270,2013-04-27 07:00:00,182095.652879605,36318.6945824925,201795.213174616,97712.1841346948,98416.6678583999,95822.7784082654,95064.2056067899,0,0,0,0,0,0,1,1,18,95037.4262104428,2342
"2271",2271,2013-04-27 08:00:00,211909.340432597,36705.5375455658,191812.596615528,98416.6678583999,95822.7784082654,95064.2056067899,95037.4262104428,0,0,0,0,0,0,1,1,18,93417.670445251,2343
"2272",2272,2013-04-27 09:00:00,205973.329289838,36105.5199818682,185874.464332464,95822.7784082654,95064.2056067899,95037.4262104428,93417.670445251,0,0,0,0,0,0,1,1,18.95,92991.3212440023,2344
"2273",2273,2013-04-27 10:00:00,209485.407349379,35510.8052689323,180422.073179181,95064.2056067899,95037.4262104428,93417.670445251,92991.3212440023,0,0,0,0,0,0,1,1,20,92836.7431442958,2345
"2274",2274,2013-04-27 11:00:00,209458.362810493,32532.1939960292,169290.594002548,95037.4262104428,93417.670445251,92991.3212440023,92836.7431442958,0,0,0,0,0,0,1,1,18,94109.4273271278,2346
"2275",2275,2013-04-27 12:00:00,201052.548925426,31632.3002217517,161410.027485437,93417.670445251,92991.3212440023,92836.7431442958,94109.4273271278,0,0,0,0,0,0,1,1,18.8,94123.7450241847,2347
"2276",2276,2013-04-27 13:00:00,199061.593606908,31847.3308201427,157903.252276659,92991.3212440023,92836.7431442958,94109.4273271278,94123.7450241847,0,0,0,0,0,0,1,1,18,94305.1025202382,2348
"2277",2277,2013-04-27 14:00:00,203476.482008645,30387.4560054191,138759.165598946,92836.7431442958,94109.4273271278,94123.7450241847,94305.1025202382,0,0,0,0,0,0,1,1,20,93277.6751851395,2349
"2278",2278,2013-04-27 15:00:00,184683.97433644,31005.2381191688,131019.654912099,94109.4273271278,94123.7450241847,94305.1025202382,93277.6751851395,0,0,0,0,0,0,1,1,20,93442.0635587553,2350
"2279",2279,2013-04-27 16:00:00,156334.934163856,23666.0926648375,118990.403101494,94123.7450241847,94305.1025202382,93277.6751851395,93442.0635587553,0,0,0,0,0,0,1,1,19,95682.7831481539,2351
"2280",2280,2013-04-27 17:00:00,142922.698874574,22834.8708079254,106729.681855136,94305.1025202382,93277.6751851395,93442.0635587553,95682.7831481539,0,0,0,0,0,0,1,1,19,106000.009590312,2352
"2281",2281,2013-04-27 18:00:00,91993.3247306315,24407.1660587991,99915.2534836846,93277.6751851395,93442.0635587553,95682.7831481539,106000.009590312,0,0,0,0,0,0,1,1,17.9,59517.0758101393,2353
"2282",2282,2013-04-27 19:00:00,28577.0627553406,24467.8837000217,96271.6647252518,93442.0635587553,95682.7831481539,106000.009590312,59517.0758101393,0,0,0,0,0,0,1,1,18,31302.1977618296,2354
"2283",2283,2013-04-27 20:00:00,25402.7762893271,21061.3323706414,94336.919624809,95682.7831481539,106000.009590312,59517.0758101393,31302.1977618296,0,0,0,0,0,0,1,1,18,27826.4442300078,2355
"2284",2284,2013-04-27 21:00:00,22485.6780852608,21028.7198384563,93189.3827199555,106000.009590312,59517.0758101393,31302.1977618296,27826.4442300078,0,0,0,0,0,0,1,1,17.05,24859.4992287807,2356
"2285",2285,2013-04-27 22:00:00,21385.6016947254,23442.3123626896,93706.9409543072,59517.0758101393,31302.1977618296,27826.4442300078,24859.4992287807,0,0,0,0,0,0,1,1,17,26084.7228972946,2357
"2286",2286,2013-04-27 23:00:00,22185.0064470668,22700.9738261899,94871.4469815985,31302.1977618296,27826.4442300078,24859.4992287807,26084.7228972946,0,0,0,0,0,0,1,1,17,26558.5326128614,2358
"2287",2287,2013-04-28 00:00:00,26653.1884989595,26519.5566597622,96915.6959502724,27826.4442300078,24859.4992287807,26084.7228972946,26558.5326128614,1,0,0,0,0,0,0,1,17.15,26347.2140100037,2359
"2288",2288,2013-04-28 01:00:00,26897.6499190785,27181.3524348348,97393.7479464487,24859.4992287807,26084.7228972946,26558.5326128614,26347.2140100037,1,0,0,0,0,0,0,1,18,27194.8747042774,2360
"2289",2289,2013-04-28 02:00:00,27613.0044868453,27182.1478624491,98716.8092115178,26084.7228972946,26558.5326128614,26347.2140100037,27194.8747042774,1,0,0,0,0,0,0,1,17,26205.8930372017,2361
"2290",2290,2013-04-28 03:00:00,26740.9506790673,26879.3550839503,97875.5119381582,26558.5326128614,26347.2140100037,27194.8747042774,26205.8930372017,1,0,0,0,0,0,0,1,17.15,25667.653684879,2362
"2291",2291,2013-04-28 04:00:00,33886.2769380548,34596.858940136,97712.1841346948,26347.2140100037,27194.8747042774,26205.8930372017,25667.653684879,1,0,0,0,0,0,0,1,17,28016.5514298183,2363
"2292",2292,2013-04-28 05:00:00,36403.5401946813,53212.5165394352,98416.6678583999,27194.8747042774,26205.8930372017,25667.653684879,28016.5514298183,1,0,0,0,0,0,0,1,17,26443.1956087922,2364
"2293",2293,2013-04-28 06:00:00,40108.1117368748,164642.115024754,95822.7784082654,26205.8930372017,25667.653684879,28016.5514298183,26443.1956087922,1,0,0,0,0,0,0,1,16.85,24196.3777410176,2365
"2294",2294,2013-04-28 07:00:00,36318.6945824925,201795.213174616,95064.2056067899,25667.653684879,28016.5514298183,26443.1956087922,24196.3777410176,1,0,0,0,0,0,0,1,16,22899.3004446813,2366
"2295",2295,2013-04-28 08:00:00,36705.5375455658,191812.596615528,95037.4262104428,28016.5514298183,26443.1956087922,24196.3777410176,22899.3004446813,1,0,0,0,0,0,0,1,17,22171.2190350861,2367
"2296",2296,2013-04-28 09:00:00,36105.5199818682,185874.464332464,93417.670445251,26443.1956087922,24196.3777410176,22899.3004446813,22171.2190350861,1,0,0,0,0,0,0,1,18.2,21894.6753678582,2368
"2297",2297,2013-04-28 10:00:00,35510.8052689323,180422.073179181,92991.3212440023,24196.3777410176,22899.3004446813,22171.2190350861,21894.6753678582,1,0,0,0,0,0,0,1,19,20614.0369088835,2369
"2298",2298,2013-04-28 11:00:00,32532.1939960292,169290.594002548,92836.7431442958,22899.3004446813,22171.2190350861,21894.6753678582,20614.0369088835,1,0,0,0,0,0,0,1,19,20907.5496985491,2370
"2299",2299,2013-04-28 12:00:00,31632.3002217517,161410.027485437,94109.4273271278,22171.2190350861,21894.6753678582,20614.0369088835,20907.5496985491,1,0,0,0,0,0,0,1,19.9,21995.6946748705,2371
"2300",2300,2013-04-28 13:00:00,31847.3308201427,157903.252276659,94123.7450241847,21894.6753678582,20614.0369088835,20907.5496985491,21995.6946748705,1,0,0,0,0,0,0,1,21,21088.3769095265,2372
"2301",2301,2013-04-28 14:00:00,30387.4560054191,138759.165598946,94305.1025202382,20614.0369088835,20907.5496985491,21995.6946748705,21088.3769095265,1,0,0,0,0,0,0,1,20,21383.2154118826,2373
"2302",2302,2013-04-28 15:00:00,31005.2381191688,131019.654912099,93277.6751851395,20907.5496985491,21995.6946748705,21088.3769095265,21383.2154118826,1,0,0,0,0,0,0,1,20.1,21341.3228908644,2374
"2303",2303,2013-04-28 16:00:00,23666.0926648375,118990.403101494,93442.0635587553,21995.6946748705,21088.3769095265,21383.2154118826,21341.3228908644,1,0,0,0,0,0,0,1,20,23126.7927423625,2375
"2304",2304,2013-04-28 17:00:00,22834.8708079254,106729.681855136,95682.7831481539,21088.3769095265,21383.2154118826,21341.3228908644,23126.7927423625,1,0,0,0,0,0,0,1,19,24259.481665083,2376
"2305",2305,2013-04-28 18:00:00,24407.1660587991,99915.2534836846,106000.009590312,21383.2154118826,21341.3228908644,23126.7927423625,24259.481665083,1,0,0,0,0,0,0,1,17.8,23796.0125085017,2377
"2306",2306,2013-04-28 19:00:00,24467.8837000217,96271.6647252518,59517.0758101393,21341.3228908644,23126.7927423625,24259.481665083,23796.0125085017,1,0,0,0,0,0,0,1,17,24997.6384911255,2378
"2307",2307,2013-04-28 20:00:00,21061.3323706414,94336.919624809,31302.1977618296,23126.7927423625,24259.481665083,23796.0125085017,24997.6384911255,1,0,0,0,0,0,0,1,17,24879.9152042136,2379
"2308",2308,2013-04-28 21:00:00,21028.7198384563,93189.3827199555,27826.4442300078,24259.481665083,23796.0125085017,24997.6384911255,24879.9152042136,1,0,0,0,0,0,0,1,16.95,25284.787859877,2380
"2309",2309,2013-04-28 22:00:00,23442.3123626896,93706.9409543072,24859.4992287807,23796.0125085017,24997.6384911255,24879.9152042136,25284.787859877,1,0,0,0,0,0,0,1,17,25320.5821025192,2381
"2310",2310,2013-04-28 23:00:00,22700.9738261899,94871.4469815985,26084.7228972946,24997.6384911255,24879.9152042136,25284.787859877,25320.5821025192,1,0,0,0,0,0,0,1,17,24899.2706094942,2382
"2311",2311,2013-04-29 00:00:00,26519.5566597622,96915.6959502724,26558.5326128614,24879.9152042136,25284.787859877,25320.5821025192,24899.2706094942,0,0,0,0,0,0,0,0,17.2,25059.1515599624,2383
"2312",2312,2013-04-29 01:00:00,27181.3524348348,97393.7479464487,26347.2140100037,25284.787859877,25320.5821025192,24899.2706094942,25059.1515599624,0,0,0,0,0,0,0,0,17,24142.5538057853,2384
"2313",2313,2013-04-29 02:00:00,27182.1478624491,98716.8092115178,27194.8747042774,25320.5821025192,24899.2706094942,25059.1515599624,24142.5538057853,0,0,0,0,0,0,0,0,17,26031.4292471385,2385
"2314",2314,2013-04-29 03:00:00,26879.3550839503,97875.5119381582,26205.8930372017,24899.2706094942,25059.1515599624,24142.5538057853,26031.4292471385,0,0,0,0,0,0,0,0,16.95,33798.7799004851,2386
"2315",2315,2013-04-29 04:00:00,34596.858940136,97712.1841346948,25667.653684879,25059.1515599624,24142.5538057853,26031.4292471385,33798.7799004851,0,0,0,0,0,0,0,0,17,49998.9889777843,2387
"2316",2316,2013-04-29 05:00:00,53212.5165394352,98416.6678583999,28016.5514298183,24142.5538057853,26031.4292471385,33798.7799004851,49998.9889777843,0,0,0,0,0,0,0,0,16,142857.738952742,2388
"2317",2317,2013-04-29 06:00:00,164642.115024754,95822.7784082654,26443.1956087922,26031.4292471385,33798.7799004851,49998.9889777843,142857.738952742,0,0,0,0,0,0,0,0,15.15,193007.063749623,2389
"2318",2318,2013-04-29 07:00:00,201795.213174616,95064.2056067899,24196.3777410176,33798.7799004851,49998.9889777843,142857.738952742,193007.063749623,0,0,0,0,0,0,0,0,15,197715.199798487,2390
"2319",2319,2013-04-29 08:00:00,191812.596615528,95037.4262104428,22899.3004446813,49998.9889777843,142857.738952742,193007.063749623,197715.199798487,0,0,0,0,0,0,0,0,17,205336.191770808,2391
"2320",2320,2013-04-29 09:00:00,185874.464332464,93417.670445251,22171.2190350861,142857.738952742,193007.063749623,197715.199798487,205336.191770808,0,0,0,0,0,0,0,0,18.55,213598.563542769,2392
"2321",2321,2013-04-29 10:00:00,180422.073179181,92991.3212440023,21894.6753678582,193007.063749623,197715.199798487,205336.191770808,213598.563542769,0,0,0,0,0,0,0,0,19,209378.28976399,2393
"2322",2322,2013-04-29 11:00:00,169290.594002548,92836.7431442958,20614.0369088835,197715.199798487,205336.191770808,213598.563542769,209378.28976399,0,0,0,0,0,0,0,0,20,204438.419136835,2394
"2323",2323,2013-04-29 12:00:00,161410.027485437,94109.4273271278,20907.5496985491,205336.191770808,213598.563542769,209378.28976399,204438.419136835,0,0,0,0,0,0,0,0,20.1,207318.397385569,2395
"2324",2324,2013-04-29 13:00:00,157903.252276659,94123.7450241847,21995.6946748705,213598.563542769,209378.28976399,204438.419136835,207318.397385569,0,0,0,0,0,0,0,0,21,202987.824310945,2396
"2325",2325,2013-04-29 14:00:00,138759.165598946,94305.1025202382,21088.3769095265,209378.28976399,204438.419136835,207318.397385569,202987.824310945,0,0,0,0,0,0,0,0,20,194502.202521912,2397
"2326",2326,2013-04-29 15:00:00,131019.654912099,93277.6751851395,21383.2154118826,204438.419136835,207318.397385569,202987.824310945,194502.202521912,0,0,0,0,0,0,0,0,20.15,150130.333630012,2398
"2327",2327,2013-04-29 16:00:00,118990.403101494,93442.0635587553,21341.3228908644,207318.397385569,202987.824310945,194502.202521912,150130.333630012,0,0,0,0,0,0,0,0,20,126146.600204543,2399
"2328",2328,2013-04-29 17:00:00,106729.681855136,95682.7831481539,23126.7927423625,202987.824310945,194502.202521912,150130.333630012,126146.600204543,0,0,0,0,0,0,0,0,19,47295.5956594187,2400
"2329",2329,2013-04-29 18:00:00,99915.2534836846,106000.009590312,24259.481665083,194502.202521912,150130.333630012,126146.600204543,47295.5956594187,0,0,0,0,0,0,0,0,18,33862.6792521648,2401
"2330",2330,2013-04-29 19:00:00,96271.6647252518,59517.0758101393,23796.0125085017,150130.333630012,126146.600204543,47295.5956594187,33862.6792521648,0,0,0,0,0,0,0,0,17,30125.4951777862,2402
"2331",2331,2013-04-29 20:00:00,94336.919624809,31302.1977618296,24997.6384911255,126146.600204543,47295.5956594187,33862.6792521648,30125.4951777862,0,0,0,0,0,0,0,0,17,26878.2945137979,2403
"2332",2332,2013-04-29 21:00:00,93189.3827199555,27826.4442300078,24879.9152042136,47295.5956594187,33862.6792521648,30125.4951777862,26878.2945137979,0,0,0,0,0,0,0,0,17.05,25312.6278263765,2404
"2333",2333,2013-04-29 22:00:00,93706.9409543072,24859.4992287807,25284.787859877,33862.6792521648,30125.4951777862,26878.2945137979,25312.6278263765,0,0,0,0,0,0,0,0,18,25675.3428184836,2405
"2334",2334,2013-04-29 23:00:00,94871.4469815985,26084.7228972946,25320.5821025192,30125.4951777862,26878.2945137979,25312.6278263765,25675.3428184836,0,0,0,0,0,0,0,0,18,25844.7689003231,2406
"2335",2335,2013-04-30 00:00:00,96915.6959502724,26558.5326128614,24899.2706094942,26878.2945137979,25312.6278263765,25675.3428184836,25844.7689003231,0,0,1,0,0,0,0,0,17.95,25769.7335620436,2407
"2336",2336,2013-04-30 01:00:00,97393.7479464487,26347.2140100037,25059.1515599624,25312.6278263765,25675.3428184836,25844.7689003231,25769.7335620436,0,0,1,0,0,0,0,0,18,25722.5381902636,2408
"2337",2337,2013-04-30 02:00:00,98716.8092115178,27194.8747042774,24142.5538057853,25675.3428184836,25844.7689003231,25769.7335620436,25722.5381902636,0,0,1,0,0,0,0,0,18,26927.0807408065,2409
"2338",2338,2013-04-30 03:00:00,97875.5119381582,26205.8930372017,26031.4292471385,25844.7689003231,25769.7335620436,25722.5381902636,26927.0807408065,0,0,1,0,0,0,0,0,17.1,35038.3212660559,2410
"2339",2339,2013-04-30 04:00:00,97712.1841346948,25667.653684879,33798.7799004851,25769.7335620436,25722.5381902636,26927.0807408065,35038.3212660559,0,0,1,0,0,0,0,0,17,54537.698944809,2411
"2340",2340,2013-04-30 05:00:00,98416.6678583999,28016.5514298183,49998.9889777843,25722.5381902636,26927.0807408065,35038.3212660559,54537.698944809,0,0,1,0,0,0,0,0,17,154737.185229326,2412
"2341",2341,2013-04-30 06:00:00,95822.7784082654,26443.1956087922,142857.738952742,26927.0807408065,35038.3212660559,54537.698944809,154737.185229326,0,0,1,0,0,0,0,0,16.95,199151.476927321,2413
"2342",2342,2013-04-30 07:00:00,95064.2056067899,24196.3777410176,193007.063749623,35038.3212660559,54537.698944809,154737.185229326,199151.476927321,0,0,1,0,0,0,0,0,17,209935.354236517,2414
"2343",2343,2013-04-30 08:00:00,95037.4262104428,22899.3004446813,197715.199798487,54537.698944809,154737.185229326,199151.476927321,209935.354236517,0,0,1,0,0,0,0,0,17,208408.928644733,2415
"2344",2344,2013-04-30 09:00:00,93417.670445251,22171.2190350861,205336.191770808,154737.185229326,199151.476927321,209935.354236517,208408.928644733,0,0,1,0,0,0,0,0,19.15,210317.424633905,2416
"2345",2345,2013-04-30 10:00:00,92991.3212440023,21894.6753678582,213598.563542769,199151.476927321,209935.354236517,208408.928644733,210317.424633905,0,0,1,0,0,0,0,0,20,210668.738496874,2417
"2346",2346,2013-04-30 11:00:00,92836.7431442958,20614.0369088835,209378.28976399,209935.354236517,208408.928644733,210317.424633905,210668.738496874,0,0,1,0,0,0,0,0,21,205054.345252819,2418
"2347",2347,2013-04-30 12:00:00,94109.4273271278,20907.5496985491,204438.419136835,208408.928644733,210317.424633905,210668.738496874,205054.345252819,0,0,1,0,0,0,0,0,19.8,204377.966638151,2419
